avg_outflow,avg_inflow,total_grid,Am,BOD,COD,TN,T,TM,Tm,SLP,H,PP,VV,V,VM,VG,year,month,day
3.444,3.638,271563,44,417.5,835,63.358,14.5,25,8.5,0,64,0,10,16.7,35.2,0,2015,11,29
1.927,3.398,280864,50,370,1100,67.264,21.4,32,13,0,44,0,10,23.9,51.9,77.8,2015,11,30
3.462,3.402,276888,50,370,920,63.312,14.1,23,7,0,45,0,10,23.5,46.5,57.6,2015,12,1
3.013,3.282,269369,50,370,870,63.84,12.9,18,8,0,54,0,10,18.3,33.5,53.5,2015,12,2
3.021,3.204,279465,50,490,840,64.477,15.6,27,9,0,65,0,10,12.4,27.8,0,2015,12,3
3.43,3.647,167532,40,360,760,62.019,21.8,29.3,17,0,64,0,10,14.1,24.1,0,2015,12,6
3.027,3.265,231881,50,340,920,78,23.4,27,20,0,64,0,10,17.6,42.4,59.4,2015,12,7
2.997,3.392,257198,50,380,900,64.367,21.9,36,13,0,53,0,10,25,48.2,68.3,2015,12,8
3.587,4.109,279211,48,570,940,64.477,17.7,27,10.6,0,59,0,10,16.1,33.5,0,2015,12,9
3.213,2.942,223469,44,520,860,64.953,18.2,26,11,0,49,0,10,18,29.4,0,2015,12,10
3.56,4.035,248592,47,280,760,61.827,19.4,29,10.6,0,34,0,0,15.4,29.4,0,2015,12,13
3.305,3.819,261120,46,420,990,63.201,20.8,27,16,0,60,0,7.6,15.7,25.9,0,2015,12,15
3.672,3.851,253265,45,660,900,64.477,22.5,29,15,0,57,0,0,22.4,46.5,61.1,2015,12,16
3.021,3.387,274939,44,320,940,64.367,28.6,36.2,19.8,0,26,0,0,20.9,44.6,59.4,2015,12,17
3.106,3.598,207493,50,360,790,62.569,20.9,0,13,0,55,0,10,20.4,50,66.5,2015,12,20
3.663,3.768,190031,35,380,760,66,15.6,20,11,0,56,0,10,22.4,35.2,48.2,2015,12,21
3.622,3.77,208327,49,340,900,63.729,19,25,14,0,61,0,10,14.4,24.1,0,2015,12,22
3.8,3.85,230542,48,450,1000,63.886,22.1,29,14.7,0,59,0,10,17.4,33.5,50,2015,12,23
3.053,3.404,185676,48,422.98,845.96,64.894,26.2,35,12,0,29,0,6.6,35.4,53.5,74.1,2015,12,25
3.485,3.627,189064,44,280,660,61.834,16.7,22,11,0,62,0,10,14.8,25.9,0,2015,12,28
3.048,3.463,175314,37,320,690,61.668,18.8,27,12,0,60,0,0,14.4,27.8,0,2015,12,29
3.103,3.297,174974,35,360,860,64.738,29.4,35,23,0,19,0,0,19.1,31.7,0,2015,12,30
3.095,3.273,204968,50,422.98,845.96,64.366,20.5,28,16,0,61,0,10,19.1,27.8,0,2016,1,1
3.086,3.272,175665,54,280,730,61.844,20.1,27,14,0,62,0,10,14.8,31.7,0,2016,1,3
3.071,3.266,187587,51,320,800,61.962,19.1,24,14,0,66,0,10,11.3,22.2,0,2016,1,4
3.069,3.217,179315,49,340,840,57,20.4,25,16,0,66,0,10,11.7,29.4,0,2016,1,5
3.085,3.547,183456,43,630,970,65.59,19.8,25,15,0,70,0,10,22.6,40.7,0,2016,1,6
2.537,3.377,203716,50,570,910,65.59,17.9,23,13.9,0,61,0,10,25,35.2,0,2016,1,7
3.653,3.562,211567,44,280,700,63.364,24.6,34,17,0,36,0,0,14.4,25.9,0,2016,1,10
3.785,3.709,229446,49,320,970,65.531,23.1,37,15,0,51,0,10,16.1,57.6,75.9,2016,1,11
2.745,3.434,231955,46,360,880,65.531,21.7,36,15,0,60,0,10,13.7,35.2,53.5,2016,1,12
3.458,3.215,269373,43,360,870,65.004,28.9,43,16.9,0,32,0,10,28,48.2,77.8,2016,1,13
3.354,3.585,252342,43,550,1000,65.114,14.3,18,12,0,61,0,10,23,38.9,53.5,2016,1,14
3.46,3.933,242024,46,320,760,63.521,26.7,32,21,0,23,0,0,24.3,42.4,59.4,2016,1,17
3.274,3.641,216526,36,370,900,65.531,23.9,36.3,13,0,31,0,10,16.1,38.9,53.5,2016,1,18
3.238,3.563,246403,38,410,1000,64.847,23.9,33,17.8,0,48,0,10,13.7,25.9,0,2016,1,19
3.085,3.335,203753,36,380,750,61.668,22,30,18,0,74,0,8.2,16.1,29.4,0,2016,1,20
3.014,3.295,242712,36,420,1000,70,19.5,27,16.9,0,79,0,8.7,10.6,40.7,55.4,2016,1,21
3.033,3.216,163031,52,510,830,65.59,18.3,23,15,0,76,0,9.7,18.5,31.7,44.6,2016,1,24
2.954,3.237,186628,49,310,850,64.366,22.8,29,17.9,0,57,0,10,12.2,31.7,0,2016,1,26
4.115,4.9,247019,45,650,950,65.114,23.7,28.1,21,0,60,0,10,31.5,46.5,63,2016,1,27
4.408,4.099,284997,51,460,780,61.619,19.3,29,13,0,78,0,9.5,18.7,33.5,0,2016,1,28
3.028,3.503,280083,49,320,590,58.488,14.9,20,10,0,72,0,10,20.4,40.7,55.4,2016,1,31
3.024,3.38,260268,50,320,680,61.533,19.7,25,15,0,67,0,8.5,12.8,25.9,0,2016,2,1
4.193,4.705,246364,50,350,930,66,23.5,32,17,0,54,0,9,18.3,27.8,0,2016,2,2
4.173,4.149,254234,40,300,740,61.69,17.5,21,16,0,66,2.03,10,26.7,37,51.9,2016,2,3
4.09,4.288,287372,41,370,760,61.748,17.7,21,14,0,71,0,10,20.9,33.5,0,2016,2,4
4.112,4.236,248066,36,300,680,62.348,22.4,31,16,0,61,0,10,16.1,29.4,0,2016,2,7
3.001,3.425,245010,45,430,840,63.838,19.5,24,17,0,63,0,10,18.3,27.8,0,2016,2,8
3.199,3.745,233490,46,450,810,62.218,19.9,25,16,0,66,0,10,13.9,22.2,0,2016,2,9
3.132,3.504,208796,36,560,820,62.622,20.1,24,17,0,62,0,10,16.5,22.2,0,2016,2,10
2.735,3.412,205307,50,540,1100,68.82,19.7,25,15,0,64,0,10,17.6,29.4,0,2016,2,11
0.187,4.761,239544,38,360,770,67,18.3,25,12,0,55,0,10,19.1,35.2,50,2016,2,14
2.344,4.887,230809,33,340,660,62.218,19.4,27.7,13.9,1013.2,45,0,12.6,21.5,37,57.6,2016,2,15
4.094,5.327,256059,30,370,700,62.218,15.1,18,13,0,55,0,10,27,38.9,51.9,2016,2,16
3.703,4.961,272004,20,400,730,59.603,17.9,23,14.8,0,73,0,9.8,23.5,35.2,48.2,2016,2,17
3.961,4.368,222314,32,350,810,61.866,18.3,23,15,0,68,0,10,11.3,18.3,0,2016,2,18
3.885,3.919,222672,21,300,660,60.267,20.4,28,14,0,52,0,0,14.1,24.1,0,2016,2,21
3.143,3.691,210987,50,230,730,63.393,25.1,33,19,0,37,0,0,15.4,51.9,70.6,2016,2,22
3.384,3.844,215544,46,360,840,65.531,29.3,40,23,0,32,0,0,23.7,53.5,68.3,2016,2,23
5.409,6.357,219079,32,580,750,62.622,22.1,28.2,18.9,0,72,0,10,14.8,31.7,0,2016,2,24
5.371,5.975,207570,42,560,840,65.59,20.1,30,12,0,64,0,10,17.6,31.7,50,2016,2,25
4.9,5.051,192139,50,330,1000,64.366,18.6,23,14,0,61,0,10,18.3,27.8,40.7,2016,2,28
3.954,4.018,177134,50,360,710,62.048,18.5,26,13,0,73,0,9.5,15,35.2,0,2016,2,29
4.17,4.504,201268,49,490,890,66.354,25.1,34,17.9,0,31,0,0,20.7,35.2,51.9,2016,3,1
4.152,4.438,229270,49,480,920,74,23.6,36,16.5,0,47,0,10,17.8,35.2,0,2016,3,2
3.538,4.094,272464,44,410,520,58.766,19.6,26,15,0,64,0,10,12.4,20.6,0,2016,3,3
4.237,4.759,248067,55,340,360,58.806,21.1,28,15.1,0,72,0,10,13.5,27.8,0,2016,3,6
3.921,4.42,247498,49,490,780,62.973,20.6,25,18.8,0,79,0,9.5,15.6,24.1,0,2016,3,7
3.872,4.018,250976,51,480,710,63.931,32.3,40,27,0,23,0,0,27.2,40.7,59.4,2016,3,8
3.453,3.977,260257,50,450,830,64.366,21.7,30,17.9,0,74,2.03,9.7,16.7,27.8,0,2016,3,9
3.368,3.724,249098,51,510,840,65.59,19.2,22,18.5,0,92,0,6.3,7.4,16.5,0,2016,3,10
3.041,3.539,239513,52,422.98,845.96,64.256,22.3,28,18,0,78,0,9.7,10.7,22.2,0,2016,3,11
3.187,3.518,212006,45,420,780,62.019,16.6,20,13,0,71,0,10,16.9,29.4,0,2016,3,14
3.436,3.694,207359,39,460,810,62.176,19.3,28,14,0,67,0,10,14.4,33.5,0,2016,3,15
2.982,3.723,227429,47,620,960,71,25.1,31,19,0,45,0,0,22.6,53.5,0,2016,3,16
3.218,3.722,275512,40,360,870,65.486,25.3,33,14,0,46,0,9,30.2,46.5,66.5,2016,3,17
3.31,3.843,253338,39,340,730,62.16,15.2,22,9,0,62,0,10,13.1,25.9,0,2016,3,20
3.6,4.125,210261,45,410,700,62.019,15.9,22,10,0,72,0,10,16.3,31.7,0,2016,3,21
4.929,5.401,210442,43,320,720,62.029,18.6,26,13,0,51,0,0,13.9,25.9,0,2016,3,22
4.566,4.709,230551,51,440,850,64.32,20.9,29,12.6,0,52,0,12.1,13.3,25.9,0,2016,3,23
3.593,3.856,219806,40,422.98,845.96,64.32,16.2,20.4,11,0,64,0,10,14.1,27.8,0,2016,3,25
3.707,4.057,193262,41,350,680,62.029,15.9,19,13.8,0,50,0,10,23.7,29.4,0,2016,3,28
4.449,4.988,197264,46,520,770,65,15.4,17.4,14,0,58,0,10,20.4,31.7,0,2016,3,29
4.454,4.727,212886,43,370,790,61.891,13.3,18,7,0,62,0,10,14.6,27.8,0,2016,3,30
4.213,4.581,226469,42,360,880,64.32,17.9,23,13,0,59,0,10,16.5,29.4,0,2016,3,31
4.208,4.441,185609,40,300,680,61.962,13.2,19,8,0,61,0,0,15.4,27.8,0,2016,4,3
4.172,4.637,125886,42,530,760,62.736,16.7,23.3,11,0,53,0,0,13.5,33.5,0,2016,4,4
4.135,4.653,149992,35,540,880,65.59,20.6,29,12,0,44,0,7.9,19.6,38.9,57.6,2016,4,5
4.298,4.701,260866,27,340,690,60.073,11.2,15,7,0,84,0,51.5,14.1,31.7,0,2016,4,6
4.199,4.49,282652,37,370,730,61.866,14.1,18,10,0,69,0,0,10,18.3,0,2016,4,7
4.014,4.569,250282,41,380,750,62.412,17.6,23,14,0,58,0,0,20.2,29.4,0,2016,4,10
4.123,4.397,181203,52,440,910,74,15.7,20,13,0,73,0,0,17.8,27.8,0,2016,4,11
3.944,4.4,183726,43,550,940,65.59,14.7,18.5,12,0,78,0,0,14.1,27.8,0,2016,4,12
3.793,4.357,289441,39,440,840,63.728,14.4,19,10,0,73,0,51.8,12.4,24.1,0,2016,4,13
4.141,4.381,254752,38,450,750,62.061,18.3,27,12,0,51,0,7.7,17.2,29.4,46.5,2016,4,14
3.837,4.045,243966,40,330,700,62.317,13,21,8,0,70,0,0,16.5,33.5,53.5,2016,4,17
4.581,5.696,223776,35,330,690,62.218,19.1,25,13,0,49,0,0,20.9,38.9,0,2016,4,18
5.685,5.632,271098,44,530,1000,65.114,20.4,27,16,0,44,0,0,23.7,40.7,0,2016,4,19
4.652,5.15,278619,47,720,930,65.114,23.1,28,20,0,33,0,0,27.2,40.7,0,2016,4,20
5.327,5.744,283027,41,580,850,65.59,16.9,24,13,0,71,0,8.4,17.8,33.5,0,2016,4,21
4.844,4.761,257788,33,422.98,845.96,64.32,13.3,16,11,0,61,0,0,17.4,27.8,0,2016,4,22
4.181,4.388,268530,39,400,630,60.232,17.1,25,9,0,54,0,0,19.8,33.5,0,2016,4,25
4.281,4.505,261710,30,380,780,62.218,19.4,25,14,0,37,0,0,26.1,44.6,59.4,2016,4,26
4.224,4.625,200091,45,810,900,70,21,24,18,0,42,0,0,31.7,44.6,63,2016,4,27
4.426,4.566,239173,46,620,650,62.841,19.6,24,16,0,57,0.76,0,18.1,38.9,0,2016,4,28
5.439,5.881,230841,36,500,850,65.59,11.3,16,8,0,61,0,10,26.3,44.6,59.4,2016,5,1
5.668,7.364,188941,37,350,960,64.522,14.3,17,12.5,0,52,0,10,34.3,48.2,70.6,2016,5,2
4.93,7.966,260517,40,370,1300,67.701,12.9,19,7,0,64,0,9.7,26.9,51.9,74.1,2016,5,3
3.892,4.936,292013,34,590,900,65.114,13.9,17,11,0,57,0,10,22.4,35.2,48.2,2016,5,4
4.142,4.722,277500,37,780,1000,65.114,16.6,20.2,14,0,57,0,10,35.2,50,70.6,2016,5,5
4.819,5.984,213211,50,470,790,62.973,17.8,20,15,0,88,0,9.8,25.4,57.6,77.8,2016,5,8
5.412,6.088,241074,40,570,820,62.973,15.4,21,12.8,0,76,0,9.5,34.1,53.5,75.9,2016,5,9
5.043,5.117,277110,35,360,930,63.949,13.3,16.2,11,0,62,0,10,30.9,42.4,59.4,2016,5,10
4.336,4.598,254395,38,360,710,63,15.2,18,13,0,67,0,10,24.3,37,46.5,2016,5,11
4.347,5.164,272476,39,360,890,63.949,17,21,13.5,0,66,0,10,21.9,35.2,0,2016,5,12
4.462,4.365,253118,50,310,660,62.317,13.2,21,7,0,67,0,10,20.9,38.9,55.4,2016,5,15
4.242,4.53,255636,49,670,900,65.59,15.4,18.7,12,0,67,0,10,30.7,59.4,77.8,2016,5,16
4.498,5.055,266683,40,620,900,65.114,14,17,11.2,0,58,0,10,16.1,29.4,0,2016,5,17
3.708,4.041,283088,53,720,1100,68.82,15.2,19,13,0,56,0,10,22.6,29.4,0,2016,5,18
4.858,5.546,248615,50,600,1000,65.59,14.6,17,9.8,0,73,0,10,20.6,38.9,51.9,2016,5,19
4.363,4.332,206024,52,530,910,65.59,16.9,21,11,0,58,0.51,10,34.4,53.5,79.5,2016,5,22
3.858,4.555,287972,50,520,970,73,11.9,16,8.7,0,68,0,10,21.7,42.4,61.1,2016,5,23
3.915,4.801,313503,50,610,970,65.114,10.9,16,7,0,72,0,10,20.4,42.4,0,2016,5,24
4.509,5.079,289080,44,380,880,63.93,11.2,15,9,0,81,0,9.2,33.5,57.6,64.8,2016,5,25
4.316,4.992,329619,32,340,690,60.406,9.1,11,6,0,88,0,9.2,17.4,25.9,0,2016,5,26
4.332,4.869,281219,48,250,660,60.572,8,12.2,4,0,69,0,10,15,25.9,0,2016,5,29
3.74,4.804,280345,41,340,800,60.572,7.4,14,1,0,70,0,10,12.2,22.2,0,2016,5,30
4.16,6.063,297279,45,480,960,64.28,8.8,16,4,0,68,0,10,12.4,20.6,0,2016,5,31
4.126,4.554,300879,49,430,790,60.757,8.9,16,3,0,75,0,10,10.7,18.3,0,2016,6,1
4.704,4.832,315064,44,420,840,62.414,9.1,13,6,0,90,0,5.5,7.2,14.8,0,2016,6,2
4.446,7.225,253529,29,330,700,61.339,11.6,14,7.5,0,90,0,8.4,9.1,22.2,0,2016,6,5
5.637,5.845,223104,50,360,850,63.664,10.6,13,8,0,82,0,10,18.7,31.7,48.5,2016,6,6
4.761,5.065,263832,51,480,820,62.973,11.5,14,8,0,85,0,9.7,18.5,31.7,50,2016,6,7
1.916,4.842,175754,41,370,740,62,12,14,10,0,31,0,10,31.5,51.9,70.6,2016,6,8
4.143,4.815,264055,45,520,840,64.953,11.8,17,8,0,74,0,9.8,19.4,31.7,0,2016,6,9
5.929,5.092,246666,49,422.98,845.96,62.942,10.7,15,6,0,71,0,9.7,20.9,31.7,0,2016,6,10
4.327,5.237,177736,45,350,740,62.119,9.8,12.1,8,0,65,0,10,30,46.5,61.1,2016,6,13
3.99,4.962,265425,39,390,740,61.591,9.8,14,7,0,72,0,10,22.8,27.8,0,2016,6,14
4.239,4.832,167116,50,590,800,62.775,10.7,17,7,0,73,0,10,21.1,46.5,66.5,2016,6,15
4.017,4.632,274879,53,520,910,64.477,11.9,14,9.7,0,80,0,10,31.9,48.2,59.4,2016,6,16
4.9,5.185,267020,45,660,750,62.397,11.3,12.3,9.9,0,89,0,82,16.3,31.7,48.2,2016,6,19
4.77,4.776,202008,39,320,1000,63.664,10.8,12.4,8,0,87,0,8.7,17.6,27.8,0,2016,6,20
3.662,3.885,255306,31,280,710,62.023,10.8,14,9,0,76,0,10,26.5,42.4,61.1,2016,6,21
3.482,4.249,244727,40,330,740,55,11.7,14,9,0,67,0,10,24.4,38.9,50,2016,6,22
3.417,4.348,219358,17,270,600,53.347,8.8,13,5,0,76,0,9.5,27.6,53.5,72.2,2016,6,23
3.44,4.006,265674,41,310,680,61.198,7.1,10,5,0,74,0,10,22.4,27.8,0,2016,6,26
3.729,3.873,259854,40,300,820,61.198,8,10,5,0,84,0,9.5,18.5,27.8,0,2016,6,27
3.016,4.152,303367,39,350,780,61.405,10.8,16,7,0,79,0,10,22.2,27.8,0,2016,6,28
3.842,4.141,303958,28,360,920,63.248,10.8,15,8.5,0,68,0,10,30,48.2,57.6,2016,6,29
3.486,3.897,306053,34,370,880,63.248,8.3,10,7,0,82,0,9.5,28.7,55.4,74.1,2016,6,30
3.964,3.652,300053,38,300,690,61.24,11.8,16,10,0,68,0,10,24.8,31.7,51.9,2016,7,3
2.98,3.768,303266,46,370,845.96,63.091,9.3,12,7,0,81,0,9.8,15.4,24.1,0,2016,7,4
3.095,4.219,225778,22,370,810,60.229,10.5,12,8,0,93,0,8.4,21.5,33.5,51.9,2016,7,5
3.539,4.551,290915,20,310,570,53.394,10.6,12,9.8,0,92,0,6.6,20.6,33.5,48.2,2016,7,6
2.717,3.944,318969,39,410,670,61.591,10.1,12,8,0,94,0,82,9.4,22.2,0,2016,7,7
3.435,4.036,284401,40,340,750,60,11.2,13,11,0,50,0,10,37.2,63,85.2,2016,7,10
2.982,3.687,295527,32,330,790,61.396,12.2,14,10,0,67,0,10,35.4,51.9,70.6,2016,7,11
3.338,4.07,259123,49,330,710,61.483,6.7,12,3,0,65,0,10,34.8,48.2,75.9,2016,7,12
3.334,4.127,248927,45,400,790,61.541,7.8,11,4.9,0,68,0,10,24.6,40.7,61.1,2016,7,13
3.348,4.06,306436,40,480,760,62.397,9.7,12.2,7,0,69,0,10,18.7,31.7,50,2016,7,14
3.221,3.676,233359,43,360,770,62.374,12.4,15,10.6,0,69,0,10,37.4,55.4,72.2,2016,7,17
3.079,3.576,270172,44,320,740,61.69,13.8,18,11,0,77,0,10,21.7,38.9,53.5,2016,7,18
2.352,5.543,258090,33,640,820,62.622,11.4,15,8,0,85,0,10,6.9,13,0,2016,7,19
4.751,4.226,189084,34,420,800,60.835,9.9,15,6,0,83,0,9.7,9.8,27.8,0,2016,7,20
3.804,3.847,239883,32,480,840,64.953,14.7,17.1,12.7,0,82,0,9.5,34.6,57.6,79.5,2016,7,21
5.275,4.916,256952,38,320,600,58.331,7.9,11,5.9,0,74,0,10,26.9,40.7,53.5,2016,7,24
4.302,4.503,277208,23,500,680,59.994,8.7,13,5,0,65,0,9.7,27.2,57.6,75.9,2016,7,25
3.202,3.919,284140,38,310,690,49,8.4,10,7,0,72,0,9.8,26.9,38.9,57.6,2016,7,26
3.019,4.544,293102,41,350,660,60.828,8.4,11,6,0,74,0,10,19.3,33.5,46.5,2016,7,27
4.755,4.431,275785,34,560,970,64.953,10.8,14,8,0,73,0,10,22.4,31.7,0,2016,7,28
3.854,4.551,227967,38,330,660,62.023,12.6,16,10.7,0,72,0,9.8,23.3,35.2,48.2,2016,7,31
3.377,10.731,334240,20,350,660,58.769,9.2,13,4.8,0,90,0,9.8,18.3,35.2,51.9,2016,8,1
6.385,8.471,288778,29,260,470,54.389,9.4,12,8,0,84,0,8.4,18.3,33.5,0,2016,8,2
6.952,5.107,312292,36,290,620,59.415,7.9,12,3.9,0,87,0.51,92,14.3,31.7,46.5,2016,8,3
5.872,5.408,321241,26,320,650,58.612,7.2,13.2,2.8,0,79,0,10,14.3,24.1,0,2016,8,4
4.489,4.904,323158,31,330,770,60.601,9.2,15,4,0,56,0,10,14.3,31.7,0,2016,8,7
4.64,4.789,296718,36,330,740,61.496,10.8,13,9,0,64,0,0,46.9,66.5,87,2016,8,8
4.154,4.438,269276,49,370,870,63.84,12.4,17,8,0,65,0,10,33.3,59.4,75.9,2016,8,9
4.627,5.34,294068,32,390,950,62.524,9.4,14,4,0,66,0,10,27.6,48.2,66.5,2016,8,10
5.421,5.978,261432,46,260,650,57,9.8,14,5,0,66,0,10,20.2,33.5,0,2016,8,11
5.365,5.732,271096,43,410,800,62.218,11.9,16,7.9,0,68,0,10,17.2,27.8,0,2016,8,14
3.536,4.552,262585,38,320,760,62.023,12.2,17,9,0,70,0,10,25.6,40.7,55.4,2016,8,15
2.85,3.889,277449,38,480,760,62.622,13.8,18,11,0,67,0,9.8,25.6,38.9,61.1,2016,8,16
4.166,4.01,279644,49,400,890,62.942,10.7,15,6,0,81,0,10,16.7,40.7,0,2016,8,17
4.515,4.008,297691,54,440,880,63.312,16.6,20,14.7,0,58,0,10,39.1,64.8,81.7,2016,8,18
4.36,4.521,306766,34,380,660,61.24,10.7,14,8.9,0,78,0,9.8,18.5,27.8,0,2016,8,21
5.902,13.713,310318,28,340,600,53.295,9.6,15,6,0,86,0,9.8,10.7,27.8,0,2016,8,22
7.211,14.488,292775,27,350,870,54,7.2,13,2,0,74,0,10,9.8,22.2,0,2016,8,23
7.322,6.587,235076,32,330,690,61.033,8.1,12,5,0,80,0,10,14.6,22.2,0,2016,8,24
7.276,5.664,331344,34,440,770,60.563,8.2,13,5,0,76,0,10,17.6,33.5,0,2016,8,25
7.307,4.992,295867,35,440,760,61.396,11.8,18.3,7,0,66,0,0,24.6,33.5,0,2016,8,28
6.762,5.535,333187,33,320,800,61.591,13.4,18,9,0,58,0,10,22.2,35.2,0,2016,8,29
5.175,5.716,342432,34,450,860,63.358,13.3,17,12,0,77,0,10,28,48.2,64.8,2016,8,30
4.547,5.638,336331,34,400,860,63.091,14.1,19,9.9,0,70,0,9.8,14.4,31.7,0,2016,8,31
4.337,5.25,351076,40,510,800,62.397,11.3,15,9,0,90,0,8.5,7.2,20.6,0,2016,9,1
4.447,5.204,311190,40,450,770,61.591,13.2,16,10,0,67,0,10,16.9,25.9,0,2016,9,4
4.873,5.404,258255,47,350,780,62.16,13.3,17.3,9,0,70,0,10,13.7,25.9,0,2016,9,5
4.967,5.208,238691,43,350,800,56,13.2,20,7,0,76,0,10,12,20.6,0,2016,9,6
4.765,5.846,303346,26,330,840,63.312,15.7,20,13,0,65,0,10,31.7,53.5,55.4,2016,9,7
4.805,4.625,314318,30,490,820,62.046,18.1,22,14,0,62,0,9.7,36.1,46.5,70.6,2016,9,8
5.799,7.657,311978,23,360,650,59.446,11.6,16,9,0,75,0,8.4,14.6,25.9,0,2016,9,11
5.798,5.551,342733,40,350,690,61.533,10.3,13,9,0,89,0,7.7,9.3,20.6,0,2016,9,12
5.285,4.537,267952,23,300,650,60.073,11.6,13,10,0,92,0,8.9,13.1,25.9,38.9,2016,9,13
3.318,4.565,253441,18,270,550,53.152,10.2,15,7,0,78,0,9.8,25,40.7,55.4,2016,9,14
5.327,5.328,273615,18,270,450,53.152,10.6,14,8,0,81,0,9.5,18.1,44.6,51.9,2016,9,15
4.525,5.04,343753,43,330,650,60.7,8.7,11,5,0,85,0,9.8,14.6,24.1,0,2016,9,18
3.84,4.044,365841,33,450,1000,63.358,10.8,15,7,0,65,0,10,16.1,37,50,2016,9,19
3.476,4.338,339308,29,370,760,61.396,13.3,18,10,0,64,0,10,21.5,38.9,50,2016,9,20
3.837,4.346,349075,38,360,720,61.24,9.7,11,9,0,87,0,10,23.2,27.8,0,2016,9,21
3.948,5.407,358562,32,380,740,55,9.5,12,7,0,80,0,10,14.6,27.8,46.5,2016,9,22
4.305,4.518,288059,29,370,670,61.24,10.2,14,7,0,72,0,10,14.8,27.8,0,2016,9,25
4.303,4.744,327217,28,350,720,58.612,10.2,16,5,0,71,0,9.7,13.7,31.7,46.5,2016,9,26
5.27,6.917,210444,23,300,590,53.347,10.4,15,7,0,75,0,9.2,19.6,31.7,0,2016,9,27
5.329,5.593,347807,27,360,740,59.603,14.2,17,11,0,66,0,10,33.2,51.9,75.9,2016,9,28
5.824,9.607,398328,31,422.98,845.96,63.091,11.8,15,9,0,79,0,10,14.6,31.7,0,2016,9,30
5.934,8.68,394396,30,300,610,54.774,15.4,22,9,0,64,0,9.3,36.1,61.1,85.2,2016,10,2
5.759,5.525,363677,20,260,490,53.053,12,15,10,0,64,0,10,27,42.4,61.1,2016,10,3
5.599,4.694,380550,25,340,570,41,9.9,16,6,0,70,0,9.8,30.4,64.8,81.7,2016,10,4
2.526,7.046,195490,30,360,650,62.023,12.7,19,9,0,71,0,10,23,37,57.6,2016,10,5
6.384,9.256,247582,27,460,730,60.378,20.1,25,17,0,50,0,10,36.9,48.2,74.1,2016,10,6
7.432,5.804,389808,34,340,590,55.847,15.2,20,11,0,65,0,10,36.7,83.5,107.6,2016,10,9
7.113,5.019,395208,26,310,660,58.769,9.1,16,5,0,69,0,9.8,26.1,53.5,75.9,2016,10,10
5.651,4.973,322883,18,320,560,53.295,10.8,14,5,0,70,0,10,19.3,40.7,50,2016,10,11
4.985,5.239,350181,34,410,750,60.563,9.1,15,4,0,75,0,9.7,18.1,38.9,57.6,2016,10,12
4.577,5.492,343520,34,340,760,60.406,9,14.1,2,0,67,0,10,13.3,24.1,0,2016,10,13
6.556,10.38,339821,29,290,620,48,12.9,21,7,0,74,0,9.5,19.4,37,51.9,2016,10,16
7.465,6.998,329858,24,320,590,52.819,13.4,18,9.9,0,58,0,9.7,22.2,29.4,46.5,2016,10,17
6.769,4.929,347406,30,360,690,60.563,8.3,16,3,0,72,0,10,19.8,40.7,59.4,2016,10,18
6.71,6.338,273169,29,360,730,62.218,11.1,15,7,0,53,0,0,19.3,53,68.3,2016,10,19
5.277,5.326,321799,30,370,770,61.69,16.9,21,14,0,43,0,0,47.6,74.1,100,2016,10,20
3.936,4.253,324576,20,240,660,58.769,9.9,13,5,0,70,0,9.8,17.8,33.5,0,2016,10,23
4.472,4.601,334776,29,350,670,61.396,13,15,9,0,66,0,10,18,50,70.6,2016,10,24
4.052,5.071,343844,26,340,780,59.797,18.9,23,14,0,44,0,0,29.1,50,68.3,2016,10,25
4.53,4.725,350836,37,360,1100,66.797,11.3,19,5,0,84,0,9,13,31.7,0,2016,10,26
3.781,4.783,374982,41,380,660,60.629,9.8,15,4,0,66,0,10,18,29.4,0,2016,10,27
3.792,4.661,265250,44,370,670,61.608,13.3,25,6,0,50,0,10,33,64,87,2016,10,30
5.816,10.241,290343,33,340,720,61.19,11.9,19,6.5,0,66,0,9.8,17.6,37,40.7,2016,11,1
7.366,8.025,312313,34,400,700,51,12.8,18,7,0,66,0,10,14.6,25.9,0,2016,11,2
6.641,5.822,311909,34,530,690,62.145,13.9,21,8,0,67,0,10,13.3,31.7,0,2016,11,3
5.979,5.554,317380,42,350,780,61.885,17.3,21,14,0,52,0,10,23.9,51.9,72.2,2016,11,6
4.905,4.709,308886,26,300,630,57.086,15.4,25,9,0,61,0,10,21.5,55.4,74.1,2016,11,7
3.239,4.335,275366,26,350,720,59.545,13.2,18.3,8,0,62,0,9.8,15,25.9,0,2016,11,8
2.984,3.993,302033,30,340,770,61.24,13,18,9,0,71,0,10,15.6,24.1,0,2016,11,9
2.994,4.504,297927,40,350,840,62.257,11.8,18,5,0,72,0,10,12.2,20.6,0,2016,11,10
3.694,3.778,289343,34,422.98,845.96,63.312,16.8,24,11,0,56,0,9.8,27,38.9,61.1,2016,11,12
4.587,4.694,306020,37,320,720,61.396,12.6,18,9.8,0,84,0,8.7,28,37,57.6,2016,11,13
3.433,3.965,151270,27,260,530,53.106,12.3,17,8.8,0,71,0,10,23.5,37,0,2016,11,14
3.123,3.676,232501,30,340,720,61.668,13.3,18.1,8.7,0,76,0,10,15.4,25.9,0,2016,11,15
2.963,3.602,350012,33,340,660,52,15.9,23,11,0,70,0,10,16.5,35.2,46.5,2016,11,16
